CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
2859,100011008202602859,202602859,2025-10-17,783,1008,1,1,4,50,4,23,2025-10-15 15:13:57,2025-10-16 02:13:57,2025-10-17 15:13:57,12.983158,77.602409,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹288053 to clear their name.
2860,100011011202602860,202602860,2025-08-02,894,1011,1,1,16,33,4,5,2025-07-25 05:26:18,2025-07-25 10:26:18,2025-08-02 05:26:18,13.03541,77.638294,"Fraudster contacted the victim from +916540137296 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹29126 was debited from their SBI account."
2861,100061056202602861,202602861,2026-01-17,140,1056,1,2,8,100,1,11,2026-01-15 05:59:34,2026-01-16 22:59:34,2026-01-17 05:59:34,15.439239,75.087328,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2862,100081071202602862,202602862,2026-06-26,384,1071,1,2,13,76,2,27,2026-06-21 02:48:04,2026-06-21 21:48:04,2026-06-26 02:48:04,15.087853,76.820691,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2863,100011013202602863,202602863,2026-02-23,987,1013,1,2,3,31,1,29,2026-02-14 14:36:28,2026-02-14 19:36:28,2026-02-23 14:36:28,13.050244,77.569246,The accused posed as a real estate agent and collected ₹895980 as advance for a site. Later it was found the documents were forged.
2864,100061056202602864,202602864,2025-03-09,194,1056,1,2,9,39,2,34,2025-03-03 11:34:31,2025-03-05 00:34:31,2025-03-09 11:34:31,15.457213,75.080506,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2865,100241181202602865,202602865,2025-04-19,914,1181,3,2,19,20,1,42,2025-04-12 23:09:50,2025-04-13 15:09:50,2025-04-19 23:09:50,15.347679,75.603401,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹311168 to clear their name.
2866,100121106202602866,202602866,2026-05-20,310,1106,1,2,15,68,3,3,2026-05-10 03:54:05,2026-05-11 10:54:05,2026-05-20 03:54:05,13.379045,77.130579,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1626940 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
2867,100011005202602867,202602867,2024-08-17,552,1005,1,1,14,59,2,28,2024-08-09 22:25:20,2024-08-10 18:25:20,2024-08-17 22:25:20,12.939969,77.50208,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹197561 and cash were stolen.
2868,100031030202602868,202602868,2024-03-30,690,1030,3,1,20,27,3,8,2024-03-27 02:58:29,2024-03-28 00:58:29,2024-03-30 02:58:29,12.232013,76.619347,The accused posed as a real estate agent and collected ₹185578 as advance for a site. Later it was found the documents were forged.
2869,100031033202602869,202602869,2026-02-09,126,1033,1,2,12,84,2,28,2026-01-30 20:19:27,2026-01-31 04:19:27,2026-02-09 20:19:27,12.378243,76.695838,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2870,100111093202602870,202602870,2025-10-07,134,1093,1,2,12,58,2,30,2025-10-05 17:17:25,2025-10-06 11:17:25,2025-10-07 17:17:25,14.02024,75.588554,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2871,100271196202602871,202602871,2024-07-28,388,1196,1,2,2,82,4,40,2024-07-23 08:33:35,2024-07-25 00:33:35,2024-07-28 08:33:35,17.962545,77.443686,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2872,100071067202602872,202602872,2025-12-12,465,1067,1,2,11,94,4,22,2025-12-03 22:19:29,2025-12-04 16:19:29,2025-12-12 22:19:29,17.302445,76.897446,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹152090 and cash were stolen.
2873,100091083202602873,202602873,2026-01-05,825,1083,1,2,11,4,2,37,2026-01-02 09:36:30,2026-01-02 10:36:30,2026-01-05 09:36:30,16.217707,77.428121,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹268482 and cash were stolen.
2874,100241178202602874,202602874,2024-01-16,498,1178,1,2,19,42,2,44,2024-01-13 07:46:13,2024-01-14 14:46:13,2024-01-16 07:46:13,15.498118,75.725457,The accused posed as a real estate agent and collected ₹268347 as advance for a site. Later it was found the documents were forged.
2875,100031032202602875,202602875,2026-02-12,123,1032,3,2,8,53,2,28,2026-02-05 14:01:27,2026-02-06 16:01:27,2026-02-12 14:01:27,12.326829,76.689983,"Fraudster contacted the victim from +916519709079 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹43080 was debited from their SBI account."
2876,100171136202602876,202602876,2024-02-18,301,1136,1,2,12,6,2,4,2024-02-08 07:57:56,2024-02-09 02:57:56,2024-02-18 07:57:56,13.400443,75.693716,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2877,100281207202602877,202602877,2025-09-10,384,1207,1,2,16,14,2,27,2025-09-05 10:21:50,2025-09-05 19:21:50,2025-09-10 10:21:50,16.830819,75.637168,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2878,100311228202602878,202602878,2024-04-10,451,1228,1,2,20,23,3,23,2024-04-02 09:33:58,2024-04-02 21:33:58,2024-04-10 09:33:58,14.142274,76.473283,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2879,100011007202602879,202602879,2024-04-24,636,1007,1,1,3,26,1,14,2024-04-23 21:20:44,2024-04-23 23:20:44,2024-04-24 21:20:44,12.875964,77.516847,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹210707 and cash were stolen.
2880,100121103202602880,202602880,2026-06-19,738,1103,3,2,10,13,3,36,2026-06-16 05:58:06,2026-06-16 23:58:06,2026-06-19 05:58:06,13.437632,77.00552,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹414114 to clear their name.
2881,100011012202602881,202602881,2025-08-12,369,1012,1,2,2,32,1,5,2025-08-07 06:37:31,2025-08-08 09:37:31,2025-08-12 06:37:31,12.933748,77.530128,The accused posed as a real estate agent and collected ₹769734 as advance for a site. Later it was found the documents were forged.
2882,100311228202602882,202602882,2024-08-29,769,1228,1,2,5,4,2,13,2024-08-27 20:32:06,2024-08-28 02:32:06,2024-08-29 20:32:06,14.16643,76.471716,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2883,100181142202602883,202602883,2024-04-02,687,1142,1,2,10,25,2,36,2024-03-30 12:33:37,2024-03-31 02:33:37,2024-04-02 12:33:37,14.856061,74.747955,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2884,100061059202602884,202602884,2025-07-08,836,1059,3,2,16,31,1,20,2025-07-04 23:07:30,2025-07-06 06:07:30,2025-07-08 23:07:30,15.334223,75.171689,"During a raid, police apprehended a suspect carrying 446 grams of MDMA intended for distribution among college students."
2885,100051049202602885,202602885,2024-03-24,689,1049,1,2,7,10,3,26,2024-03-22 10:28:59,2024-03-23 16:28:59,2024-03-24 10:28:59,15.929313,74.522768,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2886,100011001202602886,202602886,2025-05-27,892,1001,1,2,17,32,2,45,2025-05-22 15:32:09,2025-05-24 11:32:09,2025-05-27 15:32:09,12.996466,77.504298,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹91403 and cash were stolen.
2887,100031030202602887,202602887,2026-05-17,981,1030,1,2,20,11,2,11,2026-05-07 08:49:53,2026-05-08 02:49:53,2026-05-17 08:49:53,12.236776,76.618858,The accused posed as a real estate agent and collected ₹899325 as advance for a site. Later it was found the documents were forged.
2888,100201156202602888,202602888,2025-11-18,821,1156,3,1,6,77,1,25,2025-11-10 07:29:00,2025-11-11 08:29:00,2025-11-18 07:29:00,12.663712,77.313947,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1056899 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
2889,100211162202602889,202602889,2025-05-01,370,1162,1,2,3,91,1,1,2025-04-26 23:58:48,2025-04-27 01:58:48,2025-05-01 23:58:48,13.431429,77.658775,"Fraudster contacted the victim from +916909666337 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹11575 was debited from their SBI account."
2890,100031025202602890,202602890,2026-05-30,641,1025,1,2,4,38,1,40,2026-05-24 11:02:47,2026-05-25 16:02:47,2026-05-30 11:02:47,12.312911,76.619905,"Fraudster contacted the victim from +918710566582 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹23338 was debited from their SBI account."
2891,100011013202602891,202602891,2025-07-09,431,1013,3,2,17,39,1,24,2025-07-07 12:27:47,2025-07-09 11:27:47,2025-07-09 12:27:47,13.066341,77.55672,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹70695 and cash were stolen.
2892,100011014202602892,202602892,2024-12-15,680,1014,1,2,7,12,4,29,2024-12-07 21:51:23,2024-12-08 15:51:23,2024-12-15 21:51:23,12.889235,77.521719,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹107383 and cash were stolen.
2893,100011001202602893,202602893,2026-02-15,564,1001,1,2,7,31,4,39,2026-02-07 04:59:58,2026-02-07 18:59:58,2026-02-15 04:59:58,12.979757,77.517351,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2894,100031024202602894,202602894,2024-05-09,946,1024,3,1,18,79,1,11,2024-05-06 14:23:52,2024-05-06 19:23:52,2024-05-09 14:23:52,12.23099,76.578903,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2895,100251184202602895,202602895,2025-02-09,275,1184,1,2,11,11,2,18,2025-02-02 13:39:34,2025-02-02 17:39:34,2025-02-09 13:39:34,14.771555,75.451874,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹228066 to clear their name.
2896,100011009202602896,202602896,2024-03-05,447,1009,3,2,2,11,1,21,2024-03-04 08:28:17,2024-03-05 04:28:17,2024-03-05 08:28:17,12.928835,77.595791,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2897,100121100202602897,202602897,2024-06-23,593,1100,3,2,13,77,2,50,2024-06-22 18:30:38,2024-06-23 04:30:38,2024-06-23 18:30:38,13.311476,77.154618,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2898,100011015202602898,202602898,2025-03-01,614,1015,1,2,11,49,1,10,2025-02-23 16:34:58,2025-02-24 09:34:58,2025-03-01 16:34:58,13.060346,77.615121,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2899,100011006202602899,202602899,2024-01-13,864,1006,3,2,17,54,1,49,2024-01-08 18:50:01,2024-01-10 13:50:01,2024-01-13 18:50:01,12.902094,77.588056,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2900,100011012202602900,202602900,2026-02-03,675,1012,1,2,18,13,1,25,2026-02-01 08:04:41,2026-02-02 04:04:41,2026-02-03 08:04:41,12.954842,77.535245,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹117594 and cash were stolen.
2901,100011009202602901,202602901,2024-02-02,511,1009,3,2,16,95,2,36,2024-01-24 17:13:13,2024-01-25 04:13:13,2024-02-02 17:13:13,12.918389,77.6193,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2902,100011006202602902,202602902,2024-03-13,866,1006,3,1,13,64,1,41,2024-03-08 10:48:12,2024-03-08 20:48:12,2024-03-13 10:48:12,12.906916,77.611763,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹242445 and cash were stolen.
2903,100011009202602903,202602903,2024-04-04,520,1009,1,2,17,33,2,40,2024-03-28 02:46:32,2024-03-28 14:46:32,2024-04-04 02:46:32,12.897433,77.605589,The accused posed as a real estate agent and collected ₹989243 as advance for a site. Later it was found the documents were forged.
2904,100271199202602904,202602904,2024-03-07,491,1199,1,1,18,11,1,29,2024-03-06 19:10:13,2024-03-08 00:10:13,2024-03-07 19:10:13,17.828138,77.533274,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹116790 and cash were stolen.
2905,100061052202602905,202602905,2025-10-28,866,1052,1,2,15,51,2,27,2025-10-24 16:45:14,2025-10-26 07:45:14,2025-10-28 16:45:14,15.417109,75.120193,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2906,100111097202602906,202602906,2024-03-14,804,1097,1,1,15,45,2,49,2024-03-13 14:08:18,2024-03-13 20:08:18,2024-03-14 14:08:18,13.893765,75.598341,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹81850 and cash were stolen.
2907,100281208202602907,202602907,2026-04-14,567,1208,1,1,14,14,1,34,2026-04-08 00:30:13,2026-04-09 00:30:13,2026-04-14 00:30:13,16.89018,75.72422,"During a raid, police apprehended a suspect carrying 102 grams of MDMA intended for distribution among college students."
2908,100051051202602908,202602908,2026-01-19,877,1051,1,2,8,39,1,38,2026-01-16 02:24:51,2026-01-17 14:24:51,2026-01-19 02:24:51,15.749335,74.541368,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2909,100211161202602909,202602909,2024-11-14,300,1161,4,2,14,60,2,18,2024-11-05 22:12:00,2024-11-06 13:12:00,2024-11-14 22:12:00,13.43946,77.757693,"Fraudster contacted the victim from +916965067727 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹14898 was debited from their SBI account."
2910,100151121202602910,202602910,2026-03-24,576,1121,1,2,13,76,1,48,2026-03-19 19:33:59,2026-03-21 16:33:59,2026-03-24 19:33:59,12.380346,75.894541,The accused posed as a real estate agent and collected ₹207225 as advance for a site. Later it was found the documents were forged.
2911,100201157202602911,202602911,2024-02-15,652,1157,1,2,2,20,2,23,2024-02-14 10:45:57,2024-02-15 22:45:57,2024-02-15 10:45:57,12.693719,77.212577,"Fraudster contacted the victim from +918710566582 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹15824 was debited from their SBI account."
2912,100031024202602912,202602912,2024-04-18,331,1024,1,2,12,44,3,40,2024-04-10 12:42:00,2024-04-10 16:42:00,2024-04-18 12:42:00,12.231,76.581731,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
